cidr,countrycode
192.53.64.0/21,US
192.53.95.0/24,US
192.53.97.0/24,US
192.53.103.0/24,DE
192.53.104.0/24,CH
192.53.112.0/20,SG
192.53.136.0/21,US
192.53.157.0/24,FI
192.53.160.0/20,SG
192.53.187.0/24,CA
192.54.34.0/23,DE
192.54.39.0/24,DE
192.54.41.0/24,DE
192.54.47.0/24,DE
192.54.53.0/24,US
192.54.54.0/23,RS
192.54.56.0/22,RO
192.54.60.0/24,DE
192.54.66.0/23,DE
192.54.72.0/24,GB
192.54.73.0/24,DE
192.54.76.0/23,RU
192.54.79.0/24,DE
192.54.81.0/24,US
192.54.92.0/22,US
192.54.106.0/24,AU
192.54.107.0/24,US
192.54.112.0/24,US
192.54.122.0/24,CH
192.54.123.0/24,US
192.54.129.0/24,US
192.54.133.0/24,US
192.54.135.0/24,AU
192.54.136.0/24,US
192.54.140.0/24,US
192.54.144.0/23,FR
192.54.174.0/23,FR
192.54.186.0/23,RU
192.54.190.0/24,FR
192.54.200.0/24,FR
192.54.204.0/24,IL
192.54.215.0/24,FR
192.54.220.0/24,PL
192.54.222.0/23,US
192.54.227.0/24,US
192.54.229.0/24,US
192.54.240.0/24,US
192.54.242.0/24,CA
192.54.243.0/24,US
192.54.244.0/24,GB
192.54.252.0/24,US
192.54.255.0/24,US
192.55.2.0/23,US
192.55.14.0/24,US
192.55.16.0/22,US
192.55.27.0/24,US
192.55.35.0/24,US
192.55.44.0/23,US
192.55.46.0/24,CN
192.55.48.0/21,US
192.55.60.0/24,US
192.55.62.0/24,US
192.55.64.0/22,US
192.55.68.0/22,CN
192.55.72.0/22,US
192.55.78.0/23,US
192.55.82.0/23,US
192.55.85.0/24,US
192.55.90.0/23,US
192.55.95.0/24,US
192.55.98.0/24,AU
192.55.100.0/24,US
192.55.101.0/24,IT
192.55.103.0/24,US
192.55.106.0/24,US
192.55.108.0/24,US
192.55.109.0/24,PL
192.55.112.0/24,AU
192.55.114.0/24,US
192.55.116.0/23,US
192.55.119.0/24,US
192.55.128.0/24,US
192.55.133.0/24,US
192.55.137.0/24,US
192.55.155.0/24,US
192.55.159.0/24,US
192.55.164.0/22,US
192.55.171.0/24,US
192.55.174.0/23,US
192.55.178.0/23,US
192.55.188.0/24,DE
192.55.191.0/24,US
192.55.193.0/24,RO
192.55.195.0/24,US
192.55.197.0/24,DE
192.55.200.0/24,US
192.55.205.0/24,US
192.55.208.0/24,US
192.55.215.0/24,US
192.55.217.0/24,US
192.55.225.0/24,US
192.55.228.0/23,US
192.55.231.0/24,US
192.55.236.0/24,US
192.55.240.0/22,US
192.55.244.0/24,DE
192.55.245.0/24,US
192.55.250.0/23,US
192.56.9.0/24,US
192.56.14.0/24,US
192.56.20.0/24,GB
192.56.26.0/24,DE
192.56.28.0/24,US
192.56.30.0/23,US
192.56.37.0/24,US
192.56.40.0/24,US
192.56.42.0/23,US
192.56.47.0/24,US
192.56.50.0/23,US
192.56.53.0/24,US
192.56.59.0/24,US
192.56.61.0/24,US
192.56.72.0/23,US
192.56.77.0/24,US
192.56.79.0/24,US
192.56.96.0/22,US
192.56.108.0/23,US
192.56.113.0/24,US
192.56.115.0/24,SG
192.56.116.0/22,US
192.56.125.0/24,ID
192.56.126.0/23,US
192.56.134.0/24,US
192.56.138.0/23,US
192.56.148.0/23,US
192.56.168.0/22,US
192.56.173.0/24,PL
192.56.175.0/24,US
192.56.184.0/24,US
192.56.186.0/24,US
192.56.192.0/23,US
192.56.200.0/23,US
192.56.203.0/24,US
192.56.224.0/23,US
192.56.228.0/22,US
192.56.233.0/24,GB
192.56.234.0/24,HR
192.56.238.0/23,US
192.56.244.0/24,CA
192.56.246.0/23,US
192.57.40.0/23,US
192.57.48.0/24,US
192.57.96.0/24,US
192.57.112.0/22,US
192.57.132.0/24,US
192.57.144.0/20,US
192.57.244.0/22,US
192.58.0.0/22,US
192.58.5.0/24,US
192.58.9.0/24,JP
192.58.19.0/24,US
192.58.21.0/24,US
192.58.30.0/23,FI
192.58.32.0/22,BG
192.58.36.0/24,US
192.58.40.0/24,US
192.58.41.0/24,SE
192.58.42.0/23,FI
192.58.56.0/22,IT
192.58.60.0/22,FI
192.58.90.0/23,US
192.58.107.0/24,US
192.58.110.0/24,US
192.58.112.0/22,US
192.58.118.0/24,US
192.58.120.0/24,US
192.58.122.0/23,US
192.58.125.0/24,US
192.58.127.0/24,US
192.58.131.0/24,US
192.58.134.0/23,US
192.58.138.0/23,US
192.58.142.0/23,LC
192.58.144.0/22,US
192.58.151.0/24,US
192.58.181.0/24,US
192.58.183.0/24,US
192.58.193.0/24,US
192.58.196.0/24,US
192.58.197.0/24,SE
192.58.199.0/24,US
192.58.206.0/23,US
192.58.212.0/24,US
192.58.214.0/24,US
192.58.219.0/24,US
192.58.221.0/24,US
192.58.224.0/23,US
192.58.226.0/23,NL
192.58.230.0/23,US
192.58.243.0/24,US
192.58.246.0/23,US
192.58.252.0/24,US
192.58.255.0/24,US
192.59.32.0/21,US
192.59.44.0/23,US
192.59.48.0/22,US
192.59.54.0/23,AU
192.59.56.0/22,US
192.59.70.0/24,US
192.59.72.0/23,US
192.59.78.0/24,US
192.59.80.0/24,US
192.59.114.0/24,US
192.59.119.0/24,US
192.59.134.0/23,US
192.59.143.0/24,US
192.59.149.0/24,US
192.59.155.0/24,US
192.59.172.0/23,AU
192.59.186.0/23,US
192.59.190.0/23,US
192.59.218.0/24,US
192.60.0.0/17,US
192.60.224.0/20,US
192.61.0.0/19,US
192.61.40.0/22,US
192.61.46.0/23,US
192.61.52.0/22,US
192.61.128.0/18,US
192.61.208.0/20,US
192.61.228.0/22,US
192.61.236.0/22,US
192.61.242.0/23,US
192.61.250.0/23,US
192.61.253.0/24,US
192.62.232.0/21,US
192.62.248.0/21,US
192.64.1.0/24,US
192.64.8.0/22,CA
192.64.12.0/23,US
192.64.18.0/23,US
192.64.22.0/23,US
192.64.30.0/23,CA
192.64.32.0/22,US
192.64.36.0/23,CA
192.64.39.0/24,CA
192.64.52.0/22,US
192.64.56.0/21,CA
192.64.64.0/22,US
192.64.69.0/24,US
192.64.71.0/24,US
192.64.89.0/24,US
192.64.97.0/24,US
192.64.112.0/21,US
192.64.120.0/22,DM
192.64.124.0/24,US
192.64.125.0/24,GB
192.64.126.0/23,US
192.64.156.0/24,CA
192.64.159.0/24,CA
192.64.162.0/23,CA
192.64.165.0/24,US
192.64.192.0/22,CA
192.64.199.0/24,US
192.64.203.0/24,US
192.64.206.0/23,US
192.64.236.0/22,US
192.64.246.0/23,US
192.65.0.0/24,US
192.65.17.0/24,US
192.65.39.0/24,US
192.65.77.0/24,US
192.65.81.0/24,US
192.65.88.0/22,AU
192.65.92.0/23,CH
192.65.95.0/24,US
192.65.97.0/24,US
192.65.130.0/24,AU
192.65.133.0/24,US
192.65.141.0/24,US
192.65.143.0/24,US
192.65.147.0/24,US
192.65.152.0/24,VE
192.65.153.0/24,GB
192.65.154.0/23,US
192.65.161.0/24,BB
192.65.168.0/23,US
192.65.170.0/24,VI
192.65.176.0/23,US
192.65.183.0/24,CH
192.65.203.0/24,US
192.65.213.0/24,US
192.65.215.0/24,US
192.65.217.0/24,US
192.65.219.0/24,GB
192.65.229.0/24,US
192.65.232.0/21,CA
192.65.240.0/21,US
192.65.255.0/24,US
192.66.3.0/24,US
192.66.4.0/24,DK
192.66.5.0/24,US
192.66.25.0/24,DK
192.66.33.0/24,DK
192.66.36.0/24,DK
192.66.38.0/24,DK
192.66.41.0/24,US
192.66.60.0/22,DK
192.66.100.0/22,DK
192.66.119.0/24,DK
192.66.163.0/24,DK
192.66.172.0/24,DK
192.66.175.0/24,DK
192.66.180.0/23,DK
192.67.0.0/24,US
192.67.2.0/24,US
192.67.4.0/24,GB
192.67.8.0/24,US
192.67.10.0/23,US
192.67.23.0/24,AR
192.67.36.0/23,US
192.67.40.0/24,US
192.67.45.0/24,CA
192.67.48.0/23,US
192.67.53.0/24,CA
192.67.54.0/24,US
192.67.55.0/24,DE
192.67.62.0/23,US
192.67.70.0/23,US
192.67.74.0/24,US
192.67.76.0/24,PT
192.67.78.0/24,US
192.67.80.0/23,US
192.67.86.0/24,US
192.67.88.0/23,US
192.67.93.0/24,US
192.67.95.0/24,US
192.67.97.0/24,US
192.67.105.0/24,US
192.67.109.0/24,US
192.67.115.0/24,US
192.67.118.0/24,US
192.67.120.0/22,US
192.67.127.0/24,US
192.67.130.0/23,US
192.67.157.0/24,US
192.67.159.0/24,US
192.67.164.0/24,US
192.67.166.0/24,US
192.67.167.0/24,DE
192.67.169.0/24,US
192.67.172.0/24,US
192.67.185.0/24,US
192.67.188.0/24,US
192.67.189.0/24,DE
192.67.190.0/23,US
192.67.197.0/24,DE
192.67.199.0/24,GB
192.67.200.0/21,DE
192.67.209.0/24,US
192.67.218.0/24,DE
192.67.225.0/24,US
192.67.249.0/24,GR
192.67.250.0/24,CA
192.67.251.0/24,US
192.67.255.0/24,CA
192.68.5.0/24,DE
192.68.11.0/24,DE
192.68.17.0/24,DE
192.68.24.0/24,US
192.68.26.0/24,US
192.68.28.0/23,US
192.68.39.0/24,NL
192.68.51.0/24,PL
192.68.68.0/23,CA
192.68.72.0/23,CA
192.68.76.0/22,NO
192.68.108.0/24,US
192.68.112.0/23,US
192.68.115.0/24,US
192.68.118.0/24,US
192.68.122.0/24,US
192.68.126.0/23,US
192.68.133.0/24,US
192.68.143.0/24,US
192.68.148.0/23,US
192.68.151.0/24,DE
192.68.153.0/24,GB
192.68.154.0/24,US
192.68.156.0/23,US
192.68.163.0/24,CA
192.68.164.0/24,US
192.68.165.0/24,DE
192.68.178.0/24,US
192.68.180.0/24,US
192.68.185.0/24,CO
192.68.186.0/24,PT
192.68.188.0/24,CA
192.68.190.0/24,US
192.68.192.0/24,US
192.68.194.0/24,US
192.68.196.0/23,US
192.68.204.0/23,US
192.68.208.0/24,US
192.68.209.0/24,PT
192.68.211.0/24,DE
192.68.216.0/24,PT
192.68.217.0/24,US
192.68.221.0/24,PT
192.68.223.0/24,US
192.68.224.0/24,PT
192.68.228.0/24,US
192.68.231.0/24,US
192.68.234.0/24,US
192.68.235.0/24,JP
192.68.254.0/24,DE
192.68.255.0/24,US
192.69.1.0/24,CA
192.69.2.0/23,US
192.69.19.0/24,ZA
192.69.20.0/22,US
192.69.40.0/22,CA
192.69.44.0/23,US
192.69.47.0/24,US
192.69.65.0/24,US
192.69.68.0/22,CA
192.69.72.0/23,US
192.69.75.0/24,US
192.69.81.0/24,US
192.69.85.0/24,US
192.69.86.0/23,CA
192.69.96.0/22,US
192.69.102.0/23,US
192.69.114.0/23,CA
192.69.116.0/24,AU
192.69.117.0/24,US
192.69.120.0/21,US
192.69.132.0/22,CA
192.69.136.0/22,US
192.69.141.0/24,US
192.69.143.0/24,US
192.69.152.0/23,US
192.69.159.0/24,US
192.69.232.0/23,US
192.69.235.0/24,US
192.69.236.0/22,CA
192.69.240.0/21,US
192.70.0.0/18,FR
192.70.89.0/24,BE
192.70.91.0/24,FR
192.70.120.0/24,US
192.70.121.0/24,FR
192.70.122.0/23,US
192.70.127.0/24,FR
192.70.131.0/24,JP
192.70.135.0/24,AU
192.70.137.0/24,US
192.70.141.0/24,DE
192.70.144.0/24,DE
192.70.149.0/24,DE
192.70.161.0/24,US
192.70.163.0/24,US
192.70.171.0/24,US
192.70.172.0/24,CA
192.70.174.0/24,AU
192.70.175.0/24,US
192.70.178.0/24,US
192.70.184.0/24,US
192.70.186.0/23,US
192.70.190.0/23,US
192.70.192.0/22,DE
192.70.196.0/22,RU
192.70.202.0/24,US
192.70.206.0/23,US
192.70.213.0/24,US
192.70.218.0/24,US
192.70.220.0/24,CA
192.70.222.0/24,US
192.70.236.0/24,US
192.70.238.0/23,US
192.70.242.0/24,GB
192.70.243.0/24,US
192.70.245.0/24,US
192.70.249.0/24,US
192.70.253.0/24,US
192.71.0.0/22,SE
192.71.5.0/24,NO
192.71.7.0/24,SE
192.71.10.0/23,SE
192.71.19.0/24,US
192.71.21.0/24,SE
192.71.23.0/24,SE
192.71.25.0/24,SE
192.71.26.0/24,LT
192.71.27.0/24,IL
192.71.28.0/24,SE
192.71.30.0/23,SE
192.71.36.0/23,SE
192.71.40.0/23,NO
192.71.42.0/23,SE
192.71.49.0/24,US
192.71.50.0/23,SE
192.71.73.0/24,SE
192.71.76.0/24,SE
192.71.80.0/23,SE
192.71.82.0/24,US
192.71.84.0/24,US
192.71.85.0/24,SE
192.71.95.0/24,SE
192.71.97.0/24,NO
192.71.98.0/24,SE
192.71.102.0/23,SE
192.71.105.0/24,SE
192.71.108.0/23,US
192.71.112.0/24,SE
192.71.122.0/23,SE
192.71.125.0/24,SE
192.71.128.0/24,SE
192.71.132.0/22,FI
192.71.136.0/24,SE
192.71.137.0/24,US
192.71.138.0/23,SE
192.71.142.0/23,SE
192.71.151.0/24,NL
192.71.152.0/23,SE
192.71.155.0/24,GB
192.71.156.0/24,SE
192.71.157.0/24,US
192.71.158.0/24,NO
192.71.161.0/24,AU
192.71.164.0/23,SE
192.71.166.0/24,GR
192.71.169.0/24,SE
192.71.171.0/24,SE
192.71.175.0/24,MY
192.71.177.0/24,SE
192.71.178.0/23,FI
192.71.186.0/23,SE
192.71.190.0/23,SE
192.71.194.0/24,SE
192.71.196.0/22,SE
192.71.202.0/24,SE
192.71.204.0/24,SE
192.71.206.0/23,SE
192.71.211.0/24,IM
192.71.212.0/24,SE
192.71.213.0/24,ES
192.71.218.0/24,IS
192.71.221.0/24,SE
192.71.224.0/23,SE
192.71.226.0/24,US
192.71.227.0/24,RO
192.71.229.0/24,SE
192.71.233.0/24,AT
192.71.234.0/23,SE
192.71.242.0/24,SE
192.71.244.0/24,SI
192.71.245.0/24,IT
192.71.246.0/24,SE
192.71.247.0/24,AT
192.71.248.0/24,SE
192.71.249.0/24,RO
192.71.253.0/24,SE
192.71.255.0/24,US
192.72.4.0/22,TW
192.72.255.0/24,US
192.73.0.0/24,CA
192.73.1.0/24,US
192.73.5.0/24,CA
192.73.7.0/24,US
192.73.11.0/24,US
192.73.13.0/24,US
192.73.18.0/24,US
192.73.22.0/24,AU
192.73.23.0/24,US
192.73.26.0/23,US
192.73.31.0/24,US
192.73.33.0/24,US
192.73.34.0/24,DE
192.73.48.0/24,US
192.73.51.0/24,US
192.73.53.0/24,US
192.73.56.0/24,US
192.73.62.0/24,US
192.73.76.0/24,US
192.73.80.0/20,US
192.73.119.0/24,CA
192.73.122.0/23,US
192.73.206.0/23,US
192.73.209.0/24,US
192.73.214.0/23,US
192.73.220.0/24,US
192.73.222.0/23,US
192.73.232.0/21,US
192.73.250.0/23,US
192.73.255.0/24,US
192.74.139.0/24,AU
192.74.209.0/24,US
192.74.211.0/24,US
192.74.216.0/24,US
192.74.220.0/22,US
192.75.4.0/24,PE
192.75.10.0/24,CA
192.75.11.0/24,US
192.75.12.0/24,CA
192.75.14.0/24,CA
192.75.17.0/24,CA
192.75.23.0/24,US
192.75.24.0/24,CA
192.75.26.0/24,CA
192.75.38.0/24,CA
192.75.43.0/24,CA
192.75.48.0/24,CA
192.75.55.0/24,CA
192.75.58.0/24,US
192.75.63.0/24,CA
192.75.68.0/24,CA
192.75.71.0/24,CA
192.75.80.0/24,CA
192.75.88.0/23,US
192.75.90.0/24,CA
192.75.94.0/23,CA
192.75.99.0/24,CA
192.75.101.0/24,CA
192.75.106.0/24,US
192.75.109.0/24,CA
192.75.114.0/24,CA
192.75.116.0/23,CA
192.75.120.0/22,CA
192.75.131.0/24,CA
192.75.134.0/24,CA
192.75.135.0/24,US
192.75.138.0/23,CA
192.75.141.0/24,US
192.75.147.0/24,US
192.75.156.0/24,CA
192.75.158.0/24,CA
192.75.165.0/24,CA
192.75.171.0/24,CA
192.75.175.0/24,CA
192.75.185.0/24,CA
192.75.187.0/24,PR
192.75.191.0/24,CA
192.75.192.0/22,US
192.75.199.0/24,US
192.75.200.0/22,CA
192.75.207.0/24,GB
192.75.209.0/24,US
192.75.211.0/24,US
192.75.213.0/24,CA
192.75.238.0/24,CA
192.75.240.0/21,CA
192.75.253.0/24,CA
192.75.255.0/24,US
192.76.6.0/23,GB
192.76.60.0/24,US
192.76.66.0/23,US
192.76.76.0/24,US
192.76.80.0/24,US
192.76.82.0/24,US
192.76.84.0/23,US
192.76.88.0/24,US
192.76.117.0/24,US
192.76.120.0/24,US
192.76.122.0/24,AU
192.76.124.0/24,DE
192.76.129.0/24,DE
192.76.134.0/23,DE
192.76.137.0/24,DE
192.76.144.0/24,US
192.76.145.0/24,DE
192.76.147.0/24,US
192.76.148.0/24,DE
192.76.149.0/24,GB
192.76.150.0/24,NL
192.76.151.0/24,DE
192.76.153.0/24,NL
192.76.154.0/24,DE
192.76.157.0/24,DE
192.76.160.0/24,NL
192.76.161.0/24,GB
192.76.162.0/24,DE
192.76.163.0/24,NL
192.76.164.0/24,US
192.76.166.0/23,DE
192.76.172.0/24,DE
192.76.173.0/24,US
192.76.175.0/24,US
192.76.176.0/24,DE
192.76.177.0/24,US
192.76.180.0/23,US
192.76.183.0/24,US
192.76.185.0/24,US
192.76.191.0/24,US
192.76.228.0/24,AU
192.76.229.0/24,US
192.76.235.0/24,US
192.76.237.0/24,US
192.76.241.0/24,DE
192.76.243.0/24,AT
192.76.245.0/24,DE
192.76.249.0/24,US
192.76.255.0/24,US
192.77.9.0/24,US
192.77.12.0/24,US
192.77.15.0/24,US
192.77.20.0/24,US
192.77.22.0/24,US
192.77.26.0/23,US
192.77.46.0/24,CA
192.77.49.0/24,CA
192.77.63.0/24,CA
192.77.69.0/24,CA
192.77.77.0/24,US
192.77.80.0/20,US
192.77.102.0/23,US
192.77.111.0/24,US
192.77.113.0/24,US
192.77.114.0/23,DE
192.77.116.0/23,US
192.77.120.0/22,FI
192.77.125.0/24,US
192.77.128.0/24,US
192.77.139.0/24,US
192.77.143.0/24,US
192.77.145.0/24,US
192.77.171.0/24,US
192.77.173.0/24,US
192.77.175.0/24,US
192.77.182.0/23,US
192.77.187.0/24,US
192.77.217.0/24,US
192.77.224.0/21,US
192.77.235.0/24,US
192.78.0.0/24,US
192.78.4.0/24,US
192.78.8.0/22,US
192.78.28.0/22,US
192.78.46.0/23,IT
192.78.72.0/22,US
192.78.99.0/24,US
192.78.112.0/22,US
192.78.137.0/24,US
192.78.182.0/24,US
192.78.216.0/23,US
192.80.0.0/21,US
192.80.12.0/24,US
192.80.13.0/24,NL
192.80.14.0/23,US
192.80.20.0/24,PT
192.80.24.0/24,CL
192.80.26.0/23,US
192.80.43.0/24,US
192.80.49.0/24,US
192.80.52.0/23,US
192.80.54.0/24,CA
192.80.55.0/24,US
192.80.58.0/24,US
192.80.60.0/23,US
192.80.63.0/24,US
192.80.67.0/24,US
192.80.70.0/24,US
192.80.73.0/24,US
192.80.80.0/24,US
192.80.83.0/24,US
192.80.88.0/21,US
192.80.160.0/20,CA
192.80.176.0/20,US
192.80.210.0/24,US
192.80.240.0/22,US
192.80.251.0/24,US
192.81.2.0/23,US
192.81.9.0/24,US
192.81.12.0/22,CA
192.81.32.0/20,US
192.81.49.0/24,US
192.81.52.0/22,CA
192.81.60.0/24,US
192.81.63.0/24,US
192.81.66.0/24,CA
192.81.67.0/24,US
192.81.70.0/23,CA
192.81.72.0/23,VI
192.81.75.0/24,US
192.81.80.0/22,US
192.81.84.0/23,CA
192.81.86.0/23,US
192.81.89.0/24,US
192.81.92.0/22,US
192.81.98.0/23,US
192.81.102.0/24,US
192.81.104.0/22,US
192.81.110.0/23,GB
192.81.112.0/23,US
192.81.115.0/24,US
192.81.121.0/24,DE
192.81.123.0/24,FI
192.81.128.0/21,SG
192.81.139.0/24,US
192.81.142.0/23,US
192.81.161.0/24,US
192.81.162.0/23,CA
192.81.167.0/24,US
192.81.168.0/21,CA
192.81.176.0/22,US
192.81.184.0/24,FI
192.81.188.0/23,US
192.81.191.0/24,US
192.81.193.0/24,CA
192.81.195.0/24,US
192.81.196.0/22,CA
192.81.200.0/21,US
192.81.224.0/22,CA
192.81.228.0/23,US
192.81.232.0/24,US
192.81.234.0/24,GB
192.81.235.0/24,US
192.82.52.0/22,PH
192.82.56.0/21,MY
192.82.64.0/19,MN
192.82.96.0/22,US
192.82.102.0/24,US
192.82.104.0/24,CA
192.82.106.0/23,US
192.82.109.0/24,US
192.82.111.0/24,US
192.82.113.0/24,US
192.82.118.0/23,US
192.82.122.0/24,US
192.82.126.0/24,US
192.82.127.0/24,PT
192.82.128.0/22,CA
192.82.133.0/24,US
192.82.144.0/23,US
192.82.150.0/24,CA
192.82.152.0/24,US
192.82.153.0/24,GB
192.82.157.0/24,AT
192.82.209.0/24,US
192.82.214.0/24,PT
192.82.220.0/23,IT
192.82.222.0/24,MY
192.82.232.0/24,US
192.82.241.0/24,DE
192.82.242.0/23,US
192.83.0.0/18,FI
192.83.103.0/24,US
192.83.110.0/23,US
192.83.118.0/24,AU
192.83.120.0/24,NL
192.83.124.0/24,US
192.83.126.0/23,US
192.83.136.0/21,US
192.83.146.0/23,US
192.83.160.0/24,FR
192.83.161.0/24,US
192.83.165.0/24,PL
192.83.166.0/23,TW
192.83.199.0/24,US
192.83.201.0/24,US
192.83.203.0/24,US
192.83.207.0/24,BR
192.83.220.0/24,US
192.83.222.0/24,US
192.83.223.0/24,CH
192.83.228.0/24,US
192.83.230.0/24,EE
192.83.231.0/24,AU
192.83.232.0/24,US
192.83.237.0/24,AU
192.83.242.0/23,US
192.83.245.0/24,US
192.83.248.0/23,US
192.83.252.0/22,US
192.84.4.0/24,US
192.84.5.0/24,GB
192.84.6.0/24,US
192.84.9.0/24,US
192.84.12.0/24,MX
192.84.13.0/24,PT
192.84.14.0/24,US
192.84.15.0/24,PT
192.84.16.0/22,US
192.84.23.0/24,US
192.84.34.0/23,US
192.84.45.0/24,US
192.84.52.0/23,US
192.84.56.0/24,US
192.84.62.0/24,PT
192.84.67.0/24,US
192.84.75.0/24,GB
192.84.86.0/24,US
192.84.88.0/24,US
192.84.89.0/24,AU
192.84.100.0/24,US
192.84.105.0/24,HR
192.84.110.0/24,US
192.84.120.0/22,US
192.84.127.0/24,IT
192.84.157.0/24,US
192.84.160.0/23,US
192.84.168.0/24,US
192.84.171.0/24,US
192.84.176.0/20,FI
192.84.204.0/22,FI
192.84.208.0/24,US
192.84.212.0/24,GB
192.84.215.0/24,US
192.84.221.0/24,DE
192.84.225.0/24,US
192.84.230.0/24,HK
192.84.236.0/24,CA
192.84.237.0/24,AU
192.84.243.0/24,US
192.84.252.0/24,US
192.84.254.0/23,US
192.85.16.0/23,DE
192.85.23.0/24,US
192.85.30.0/24,US
192.85.45.0/24,US
192.85.47.0/24,US
192.85.51.0/24,US
192.85.58.0/23,US
192.85.60.0/24,DE
192.85.71.0/24,US
192.85.78.0/23,MX
192.85.88.0/23,US
192.85.94.0/24,US
192.85.96.0/24,US
192.85.110.0/24,DE
192.85.121.0/24,DE
192.85.124.0/24,US
192.85.127.0/24,US
192.85.140.0/24,US
192.85.189.0/24,US
192.85.202.0/23,US
192.85.209.0/24,US
192.85.230.0/24,US
192.85.241.0/24,US
192.85.242.0/24,DE
192.85.249.0/24,US
192.86.0.0/22,US
192.86.14.0/24,PL
192.86.17.0/24,US
192.86.21.0/24,US
192.86.32.0/22,US
192.86.42.0/24,US
192.86.52.0/22,US
192.86.60.0/22,US
192.86.66.0/23,US
192.86.81.0/24,US
192.86.85.0/24,CA
192.86.86.0/24,US
192.86.88.0/24,US
192.86.92.0/22,US
192.86.122.0/24,US
192.86.125.0/24,DE
192.86.130.0/24,US
192.86.138.0/24,PT
192.86.139.0/24,US
192.86.160.0/23,US
192.86.170.0/23,US
192.86.255.0/24,US
192.87.0.0/16,NL
192.88.0.0/24,US
192.88.4.0/24,DE
192.88.5.0/24,US
192.88.7.0/24,AU
192.88.11.0/24,US
192.88.15.0/24,US
192.88.17.0/24,PT
192.88.18.0/23,US
192.88.23.0/24,AT
192.88.25.0/24,US
192.88.31.0/24,US
192.88.36.0/23,US
192.88.40.0/23,US
192.88.43.0/24,US
192.88.46.0/24,US
192.88.48.0/23,US
192.88.51.0/24,US
192.88.83.0/24,GB
192.88.87.0/24,US
192.88.89.0/24,US
192.88.92.0/22,US
192.88.97.0/24,DE
192.88.100.0/24,US
192.88.107.0/24,US
192.88.108.0/24,DE
192.88.109.0/24,US
192.88.114.0/23,US
192.88.121.0/24,US
192.88.123.0/24,PT
192.88.124.0/22,US
192.88.132.0/24,US
192.88.134.0/23,US
192.88.145.0/24,US
192.88.147.0/24,US
192.88.163.0/24,US
192.88.173.0/24,US
192.88.178.0/23,US
192.88.186.0/24,US
192.88.187.0/24,AU
192.88.189.0/24,US
192.88.190.0/24,NZ
192.88.191.0/24,US
192.88.198.0/23,US
192.88.205.0/24,US
192.88.209.0/24,US
192.88.212.0/24,US
192.88.236.0/24,US
192.88.242.0/23,US
192.88.248.0/23,US
192.88.250.0/23,PT
192.88.255.0/24,US
192.89.0.0/16,FI
192.90.0.0/18,US
192.90.64.0/19,FR
192.90.96.0/20,US
192.90.127.0/24,FR
192.90.128.0/18,US
192.90.218.0/24,FR
192.90.219.0/24,US
192.91.60.0/24,FR
192.91.62.0/23,FR
192.91.66.0/24,US
192.91.73.0/24,IL
192.91.75.0/24,US
192.91.101.0/24,US
192.91.108.0/23,SG
192.91.135.0/24,US
192.91.137.0/24,US
192.91.144.0/24,US
192.91.146.0/23,US
192.91.152.0/24,US
192.91.160.0/23,US
192.91.163.0/24,US
192.91.171.0/24,US
192.91.173.0/24,US
192.91.177.0/24,PT
192.91.178.0/24,US
192.91.184.0/24,US
192.91.191.0/24,US
192.91.193.0/24,US
192.91.198.0/24,US
192.91.199.0/24,GB
192.91.204.0/23,US
192.91.214.0/23,SE
192.91.232.0/23,SE
192.91.234.0/23,US
192.91.236.0/22,CH
192.91.249.0/24,US
192.91.253.0/24,US
192.91.254.0/24,BR
192.91.255.0/24,US
192.92.10.0/24,US
192.92.13.0/24,US
192.92.17.0/24,US
192.92.64.0/24,US
192.92.87.0/24,US
192.92.92.0/24,US
192.92.94.0/24,IE
192.92.97.0/24,US
192.92.102.0/24,US
192.92.104.0/23,IE
192.92.114.0/23,US
192.92.117.0/24,US
192.92.122.0/24,US
192.92.124.0/24,US
192.92.125.0/24,AT
192.92.126.0/24,IT
192.92.129.0/24,BG
192.92.133.0/24,PT
192.92.135.0/24,PT
192.92.138.0/24,AT
192.92.140.0/24,US
192.92.142.0/24,PT
192.92.144.0/24,PT
192.92.146.0/23,PT
192.92.152.0/23,PT
192.92.154.0/24,CO
192.92.155.0/24,GR
192.92.157.0/24,US
192.92.176.0/24,US
192.92.182.0/24,US
192.92.184.0/23,US
192.92.189.0/24,US
192.92.193.0/24,PR
192.92.194.0/23,US
192.92.200.0/21,US
192.92.214.0/24,US
192.92.235.0/24,US
192.92.237.0/24,US
192.92.244.0/22,CA
192.92.248.0/21,JP
192.93.0.0/24,FR
192.93.20.0/22,BE
192.93.28.0/24,FR
192.93.37.0/24,FR
192.93.106.0/23,FR
192.93.148.0/23,FR
192.93.158.0/23,FR
192.93.164.0/23,GB
192.93.166.0/23,FR
192.93.170.0/24,FR
192.93.173.0/24,FR
192.93.220.0/24,FR
192.93.225.0/24,FR
192.94.21.0/24,US
192.94.24.0/24,PT
192.94.25.0/24,US
192.94.28.0/24,GB
192.94.29.0/24,US
192.94.30.0/23,IE
192.94.33.0/24,US
192.94.34.0/24,IN
192.94.35.0/24,US
192.94.37.0/24,IE
192.94.38.0/23,US
192.94.41.0/24,AU
192.94.45.0/24,US
192.94.49.0/24,CA
192.94.58.0/24,US
192.94.61.0/24,ZA
192.94.66.0/24,US
192.94.67.0/24,GR
192.94.70.0/23,US
192.94.74.0/24,US
